"","event","secondary_type","event_team","event_team_type","description","period","period_seconds","home_score","away_score","event_player_1_name","event_player_2_name","strength_state","strength_code","event_idx","x","y","x_fixed","y_fixed","shot_distance","shot_angle","game_id","event_player_1_id","event_player_2_id","event_player_2_link","period_type","event_team_id","event_team_abbr","home_final","away_final","season","venue_name","home_abbreviation","away_abbreviation","home_goalie","away_goalie"
"505","Goal","Penalty Shot","Edmonton Oilers","away","Connor McDavid (46) Wrist Shot, assists: none",3,987,1,7,"Connor.McDavid","Casey.DeSmith","5v5","EV","0741",-80,-2,-80,-2,9.2,12.5,2022020922,8478402,8479193,"/api/v1/people/8479193","REGULAR",22,"EDM",2,7,"20222023","PPG Paints Arena","PIT","EDM","Casey.DeSmith","Stuart.Skinner"
"506","Shot","Penalty Shot","Washington Capitals","away","Anthony Mantha Snap Shot saved by John Gibson",3,66,1,2,"Anthony.Mantha","John.Gibson","5v5","EV","0497",-66,2,-66,2,23.1,5,2022020973,8477511,8476434,"/api/v1/people/8476434","REGULAR",15,"WSH",2,3,"20222023","Honda Center","ANA","WSH","John.Gibson","Darcy.Kuemper"
"507","Shot","Penalty Shot","Vegas Golden Knights","home","William Karlsson Wrist Shot saved by Akira Schmid",3,661,3,2,"William.Karlsson","Akira.Schmid","4v5","SH","0721",-69,1,69,-1,20,2.9,2022020988,8476448,8481033,"/api/v1/people/8481033","REGULAR",54,"VGK",3,3,"20222023","T-Mobile Arena","VGK","NJD","Adin.Hill","Akira.Schmid"
"508","Shot","Penalty Shot","Detroit Red Wings","home","Dylan Larkin Wrist Shot saved by Alex Stalock",1,1158,0,2,"Dylan.Larkin","Alex.Stalock","5v5","EV","0243",-80,-1,80,1,9.1,6.3,2022021022,8477946,8471774,"/api/v1/people/8471774","REGULAR",17,"DET",4,3,"20222023","Little Caesars Arena","DET","CHI","Ville.Husso","Alex.Stalock"
"509","Shot","Penalty Shot","Nashville Predators","home","Matt Duchene Wrist Shot saved by Alex Stalock",2,820,0,1,"Matt.Duchene","Alex.Stalock","5v5","EV","0431",-79,-1,79,1,10,5.7,2022021085,8475168,8471774,"/api/v1/people/8471774","REGULAR",18,"NSH",1,2,"20222023","Bridgestone Arena","NSH","CHI","Juuse.Saros","Alex.Stalock"
"510","Goal","Penalty Shot","San Jose Sharks","home","William Eklund (2) Wrist Shot, assists: none",3,78,1,0,"William.Eklund","Philipp.Grubauer","5v5","EV","0529",81,3,81,3,8.5,20.6,2022021090,8482667,8475831,"/api/v1/people/8475831","REGULAR",28,"SJS",1,2,"20222023","SAP Center at San Jose","SJS","SEA","James.Reimer","Philipp.Grubauer"
"511","Shot","Penalty Shot","Los Angeles Kings","home","Adrian Kempe Wrist Shot saved by Thatcher Demko",2,624,1,1,"Adrian.Kempe","Thatcher.Demko","5v5","EV","0386",66,0,66,0,23,0,2022021105,8477960,8477967,"/api/v1/people/8477967","REGULAR",26,"LAK",2,2,"20222023","Crypto.com Arena","LAK","VAN","Joonas.Korpisalo","Thatcher.Demko"
"512","Goal","Penalty Shot","Vancouver Canucks","home","J.T. Miller (27) Backhand, assists: none",2,477,1,2,"J.T..Miller","Jonathan.Quick","4v5","SH","0362",85,-6,85,-6,7.2,56.3,2022021132,8476468,8471734,"/api/v1/people/8471734","REGULAR",23,"VAN",3,4,"20222023","Rogers Arena","VAN","VGK","Thatcher.Demko","Jonathan.Quick"
"513","Missed Shot","Penalty Shot","Los Angeles Kings","home","Viktor Arvidsson Wide of Net Jordan Binnington",2,687,5,2,"Viktor.Arvidsson","Jordan.Binnington","6v5","PP","0361",66,1,66,1,23,2.5,2022021169,8478042,8476412,"/api/v1/people/8476412","REGULAR",26,"LAK",7,6,"20222023","Crypto.com Arena","LAK","STL",NA,"Jordan.Binnington"
"514","Shot","Penalty Shot","Toronto Maple Leafs","home","Zach Aston-Reese Wrist Shot saved by Alex Lyon",2,693,1,1,"Zach.Aston.Reese","Alex.Lyon","5v5","EV","0425",80,5,80,5,10.3,29.1,2022021186,8479944,8479312,"/api/v1/people/8479312","REGULAR",10,"TOR",2,3,"20222023","Scotiabank Arena","TOR","FLA","Ilya.Samsonov","Alex.Lyon"
"515","Missed Shot","Penalty Shot","Calgary Flames","away","Jonathan Huberdeau Wide of Net Thatcher Demko",2,784,3,2,"Jonathan.Huberdeau","Thatcher.Demko","5v5","EV","0465",-85,7,-85,7,8.1,60.3,2022021202,8476456,8477967,"/api/v1/people/8477967","REGULAR",20,"CGY",4,5,"20222023","Rogers Arena","VAN","CGY","Thatcher.Demko","Jacob.Markstrom"
"516","Goal","Penalty Shot","Winnipeg Jets","home","Morgan Barron (8) Wrist Shot, assists: none",2,162,3,0,"Morgan.Barron","Vitek.Vanecek","5v5","EV","0277",73,0,73,0,16,0,2022021223,8480289,8477970,"/api/v1/people/8477970","REGULAR",52,"WPG",6,1,"20222023","Canada Life Centre","WPG","NJD","Connor.Hellebuyck","Vitek.Vanecek"
"517","Missed Shot","Penalty Shot","Buffalo Sabres","away","Alex Tuch Wide of Net Ville Husso",1,240,0,0,"Alex.Tuch","Ville.Husso","5v5","EV","0053",81,4,-81,-4,8.9,26.6,2022021248,8477949,8478024,"/api/v1/people/8478024","REGULAR",7,"BUF",6,6,"20222023","Little Caesars Arena","DET","BUF","Ville.Husso","Devon.Levi"
"518","Shot","Penalty Shot","Colorado Avalanche","home","Lars Eller Wrist Shot saved by David Rittich",3,668,3,2,"Lars.Eller","David.Rittich","5v5","EV","0623",-81,-2,81,2,8.2,14,2022021309,8474189,8479496,"/api/v1/people/8479496","REGULAR",21,"COL",4,2,"20222023","Ball Arena","COL","WPG","Alexandar.Georgiev","David.Rittich"
"519","Goal","Penalty Shot","New Jersey Devils","home","Jack Hughes (1) Wrist Shot, assists: none",3,1034,1,4,"Jack.Hughes","Igor.Shesterkin","5v5","EV","0776",69,-3,69,-3,20.2,8.5,2022030141,8481559,8478048,"/api/v1/people/8478048","REGULAR",1,"NJD",1,5,"20222023","Prudential Center","NJD","NYR","Vitek.Vanecek","Igor.Shesterkin"
"520","Shot","Penalty Shot","Tampa Bay Lightning","home","Brandon Hagel Wrist Shot saved by Ilya Samsonov",1,465,0,0,"Brandon.Hagel","Ilya.Samsonov","4v5","SH","0132",67,2,67,2,22.1,5.2,2022030124,8479542,8478492,"/api/v1/people/8478492","REGULAR",14,"TBL",4,5,"20222023","Amalie Arena","TBL","TOR","Andrei.Vasilevskiy","Ilya.Samsonov"
"521","Goal","Penalty Shot","Carolina Hurricanes","away","Jordan Martinook (2) Backhand, assists: none",2,738,5,2,"Jordan.Martinook","Vitek.Vanecek","4v5","SH","0505",81,-3,-81,3,8.5,20.6,2022030223,8476921,8477970,"/api/v1/people/8477970","REGULAR",12,"CAR",8,4,"20222023","Prudential Center","NJD","CAR","Vitek.Vanecek","Pyotr.Kochetkov"
